 GROUP;NAME;R(AVARAGE);G(AVARAGE);B(AVARAGE);R(MEDIAN);G(MEDIAN);B(MEDIAN);R(MODE);G(MODE);B(MODE) 
 ;Hydrangeas.jpg;57;81;43;21;66;9;0;20;0 
